timestamp,symbol,quantity,order_type,price,status
2025-04-03 16:27:34.246600,BTC-USD,1,market,Market Price,executed
2025-04-03 16:27:34.258544,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.061791,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.077215,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.088351,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.099355,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.110513,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.122405,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.133855,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.145134,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.157098,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.168124,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.179386,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.191323,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.202475,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.213832,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.225119,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.236111,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.247102,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.258420,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.269331,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.280484,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.291775,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.302774,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.313814,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.325252,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.336250,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.347630,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.358613,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.369773,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.380950,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.392024,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.403002,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.414278,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.425816,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.437553,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.448652,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.459816,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.471013,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.482059,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.494149,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.505469,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.516866,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.527998,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.539572,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.551116,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.562189,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.576769,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.589830,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.601027,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.612377,BTC-USD,1,market,Market Price,executed
2025-04-03 22:36:49.624544,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.153378,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.172908,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.184400,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.195716,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.207038,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.218168,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.229296,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.240203,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.251684,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.263067,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.274375,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.285534,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.296801,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.308029,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.319428,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.330666,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.341684,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.353692,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.365557,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.377126,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.388151,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.399341,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.410810,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.422028,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.433487,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.444657,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.455816,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.467290,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.478809,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.490140,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.501570,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.512697,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.524435,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.536377,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.547708,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.558710,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.570437,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.581640,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.593335,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.604487,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.615578,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.627005,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.638270,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.649634,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.660641,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.671992,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.683759,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.694899,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.705901,BTC-USD,1,market,Market Price,executed
2025-04-03 22:38:41.717818,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.554933,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.576082,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.587209,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.598648,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.609770,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.620722,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.632279,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.643405,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.655018,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.666614,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.678052,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.689435,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.701127,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.712083,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.723263,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.734660,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.745821,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.757138,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.768854,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.779979,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.791345,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.803146,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.814291,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.825189,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.837551,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.848606,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.859894,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.871320,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.882312,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.893477,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.904711,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.916133,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.927568,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.938859,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.950460,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.961969,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.973228,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.984663,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:20.996136,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:21.007647,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:21.020214,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:21.031622,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:21.042635,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:21.054076,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:21.065299,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:21.076402,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:21.087607,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:21.099038,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:21.110058,BTC-USD,1,market,Market Price,executed
2025-04-03 23:36:21.121565,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.490075,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.505413,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.516729,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.527811,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.538655,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.550174,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.561401,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.572803,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.585261,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.596728,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.607853,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.619915,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.631431,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.642691,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.654168,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.665762,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.677397,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.688844,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.700163,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.711426,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.722527,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.734509,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.745754,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.757205,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.768935,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.780144,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.791702,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.802847,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.815448,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.826809,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.838536,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.849894,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.861446,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.872767,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.884596,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.896089,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.907326,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.918766,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.930435,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.941762,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.953025,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.964336,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.975453,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.986703,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:50.998085,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.009508,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.020622,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.031938,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.043350,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.054583,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.066434,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.077948,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.089229,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.100944,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.111950,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.123092,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.134918,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.146342,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.157864,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.168948,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.180882,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.192364,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.203961,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.215569,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.226657,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.237839,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.249336,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.260499,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.271691,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.283110,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.294816,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.306286,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.317676,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.329222,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.340760,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.352313,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.364721,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.376069,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.387224,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.399269,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.410950,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.421968,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.433182,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.444359,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.455671,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.467372,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.479962,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.491748,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.503158,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.514818,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.526166,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.537994,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.549312,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.560576,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.572111,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.583429,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.596400,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.607981,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.619141,BTC-USD,1,market,Market Price,executed
2025-04-04 10:37:51.630991,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:36.865167,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:36.881881,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:36.893608,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:36.904887,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:36.916393,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:36.927927,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:36.939842,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:36.951027,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:36.962235,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:36.974026,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:36.985277,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:36.996727,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.009191,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.020692,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.032823,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.044170,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.055967,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.067367,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.079322,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.090514,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.102718,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.114770,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.126813,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.138514,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.150096,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.161957,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.173604,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.185656,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.197208,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.208806,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.220763,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.233383,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.244675,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.256847,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.268460,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.279712,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.290990,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.302311,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.313439,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.324727,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.336509,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.347706,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.359244,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.370852,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.383542,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.395438,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.406846,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.418891,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.430643,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.442464,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.454237,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.466462,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.478204,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.489630,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.501212,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.512596,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.524416,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.536684,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.549594,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.561603,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.573515,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.585587,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.597448,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.609287,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.621212,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.633027,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.644582,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.656022,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.667482,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.679375,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.691012,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.702955,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.714325,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.725709,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.737812,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.750405,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.762085,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.773913,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.785313,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.797061,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.808597,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.820086,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.831881,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.844815,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.857863,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.869243,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.881302,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.893519,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.905380,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.917026,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.929079,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.940897,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.952485,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.964279,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.975921,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.987449,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:37.999663,BTC-USD,1,market,Market Price,executed
2025-04-04 10:41:38.012157,BTC-USD,1,market,Market Price,executed
