timestamp,symbol,quantity,order_type,price,status
2025-04-05 12:05:32.915839,BTC-USD,3,market,Market Price,executed
2025-04-05 12:05:33.185332,BTC-USD,5,market,Market Price,executed
2025-04-05 12:05:33.475462,BTC-USD,5,market,Market Price,executed
2025-04-05 12:05:33.866719,BTC-USD,5,market,Market Price,executed
2025-04-05 12:05:34.155049,BTC-USD,5,market,Market Price,executed
2025-04-05 12:05:34.410311,BTC-USD,2,market,Market Price,executed
2025-04-05 12:05:34.844662,BTC-USD,3,market,Market Price,executed
2025-04-05 12:05:35.084881,BTC-USD,5,market,Market Price,executed
2025-04-05 12:05:35.401281,BTC-USD,5,market,Market Price,executed
2025-04-05 12:05:35.837299,BTC-USD,2,market,Market Price,executed
2025-04-05 12:05:36.143423,BTC-USD,4,market,Market Price,executed
2025-04-05 12:05:36.636300,BTC-USD,5,market,Market Price,executed
2025-04-05 12:05:37.087074,BTC-USD,3,market,Market Price,executed
2025-04-05 12:05:37.386124,BTC-USD,2,market,Market Price,executed
2025-04-05 12:05:37.584310,BTC-USD,5,market,Market Price,executed
2025-04-05 12:05:37.851511,BTC-USD,4,market,Market Price,executed
2025-04-05 12:05:38.196672,BTC-USD,3,market,Market Price,executed
2025-04-05 12:05:38.638300,BTC-USD,5,market,Market Price,executed
2025-04-05 12:05:38.827844,BTC-USD,5,market,Market Price,executed
2025-04-05 12:05:38.942354,BTC-USD,5,market,Market Price,executed
2025-04-05 12:05:39.207729,BTC-USD,3,market,Market Price,executed
2025-04-05 12:05:39.628605,BTC-USD,1,market,Market Price,executed
2025-04-05 12:05:40.075105,BTC-USD,1,market,Market Price,executed
2025-04-05 12:05:40.546758,BTC-USD,2,market,Market Price,executed
2025-04-05 12:05:40.899678,BTC-USD,1,market,Market Price,executed
2025-04-05 12:05:41.071374,BTC-USD,4,market,Market Price,executed
2025-04-05 12:05:41.490771,BTC-USD,2,market,Market Price,executed
2025-04-05 12:05:41.858421,BTC-USD,2,market,Market Price,executed
2025-04-05 12:05:42.117529,BTC-USD,4,market,Market Price,executed
2025-04-05 12:16:49.401744,BTC-USD,3,market,Market Price,executed
2025-04-05 12:16:49.651918,BTC-USD,1,market,Market Price,executed
2025-04-05 12:16:49.992541,BTC-USD,2,market,Market Price,executed
2025-04-05 12:16:50.153724,BTC-USD,2,market,Market Price,executed
2025-04-05 12:16:50.518216,BTC-USD,2,market,Market Price,executed
2025-04-05 12:16:50.880582,BTC-USD,1,market,Market Price,executed
2025-04-05 12:16:51.006314,BTC-USD,2,market,Market Price,executed
2025-04-05 12:16:51.473490,BTC-USD,3,market,Market Price,executed
2025-04-05 12:16:51.660161,BTC-USD,1,market,Market Price,executed
2025-04-05 12:16:51.856128,BTC-USD,5,market,Market Price,executed
2025-04-05 12:16:52.253864,BTC-USD,2,market,Market Price,executed
2025-04-05 12:16:52.548562,BTC-USD,2,market,Market Price,executed
2025-04-05 12:16:52.673389,BTC-USD,3,market,Market Price,executed
2025-04-05 12:16:53.066099,BTC-USD,4,market,Market Price,executed
2025-04-05 12:16:53.262432,BTC-USD,1,market,Market Price,executed
2025-04-05 12:16:53.375977,BTC-USD,3,market,Market Price,executed
2025-04-05 12:16:53.818834,BTC-USD,2,market,Market Price,executed
2025-04-05 12:16:54.175642,BTC-USD,1,market,Market Price,executed
2025-04-05 12:16:54.587960,BTC-USD,3,market,Market Price,executed
2025-04-05 12:16:55.045840,BTC-USD,4,market,Market Price,executed
2025-04-05 12:16:55.377464,BTC-USD,2,market,Market Price,executed
2025-04-05 12:16:55.634440,BTC-USD,5,market,Market Price,executed
2025-04-05 12:16:55.758013,BTC-USD,1,market,Market Price,executed
2025-04-05 12:16:56.152101,BTC-USD,1,market,Market Price,executed
2025-04-05 12:16:56.285703,BTC-USD,4,market,Market Price,executed
2025-04-05 12:16:56.718334,BTC-USD,3,market,Market Price,executed
2025-04-05 12:16:57.156117,BTC-USD,5,market,Market Price,executed
2025-04-05 12:16:57.626352,BTC-USD,4,market,Market Price,executed
2025-04-05 12:16:57.802800,BTC-USD,4,market,Market Price,executed
2025-04-05 12:16:58.135030,BTC-USD,2,market,Market Price,executed
2025-04-05 12:16:58.544100,BTC-USD,5,market,Market Price,executed
2025-04-05 12:16:58.715655,BTC-USD,2,market,Market Price,executed
2025-04-05 12:16:59.071544,BTC-USD,4,market,Market Price,executed
2025-04-05 12:16:59.196536,BTC-USD,4,market,Market Price,executed
2025-04-05 12:16:59.572317,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:00.027848,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:00.498038,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:00.742487,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:01.163512,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:01.477725,BTC-USD,5,market,Market Price,executed
2025-04-05 12:17:01.766434,BTC-USD,3,market,Market Price,executed
2025-04-05 12:17:02.142552,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:02.420490,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:02.868077,BTC-USD,5,market,Market Price,executed
2025-04-05 12:17:03.341976,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:03.781522,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:03.957239,BTC-USD,5,market,Market Price,executed
2025-04-05 12:17:04.373748,BTC-USD,5,market,Market Price,executed
2025-04-05 12:17:04.642773,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:05.003307,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:05.377007,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:05.513431,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:05.795050,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:06.087717,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:06.193030,BTC-USD,5,market,Market Price,executed
2025-04-05 12:17:06.452817,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:06.694815,BTC-USD,3,market,Market Price,executed
2025-04-05 12:17:07.024530,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:07.327089,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:07.724911,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:08.040036,BTC-USD,5,market,Market Price,executed
2025-04-05 12:17:08.174747,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:08.525404,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:08.655700,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:08.806354,BTC-USD,3,market,Market Price,executed
2025-04-05 12:17:08.960526,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:09.449443,BTC-USD,5,market,Market Price,executed
2025-04-05 12:17:09.661241,BTC-USD,5,market,Market Price,executed
2025-04-05 12:17:09.903948,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:10.101316,BTC-USD,5,market,Market Price,executed
2025-04-05 12:17:10.526483,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:10.865611,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:10.989387,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:11.150911,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:11.322256,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:11.517216,BTC-USD,5,market,Market Price,executed
2025-04-05 12:17:11.819564,BTC-USD,3,market,Market Price,executed
2025-04-05 12:17:12.210741,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:12.610798,BTC-USD,5,market,Market Price,executed
2025-04-05 12:17:13.019606,BTC-USD,5,market,Market Price,executed
2025-04-05 12:17:13.157655,BTC-USD,3,market,Market Price,executed
2025-04-05 12:17:13.629670,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:14.103694,BTC-USD,3,market,Market Price,executed
2025-04-05 12:17:14.492447,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:14.883291,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:15.312162,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:15.568778,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:15.867914,BTC-USD,3,market,Market Price,executed
2025-04-05 12:17:16.352663,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:16.826552,BTC-USD,3,market,Market Price,executed
2025-04-05 12:17:17.294247,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:17.684883,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:18.103662,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:18.521321,BTC-USD,5,market,Market Price,executed
2025-04-05 12:17:18.808696,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:19.034174,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:19.402763,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:19.551044,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:19.730157,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:20.005623,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:20.358594,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:20.622712,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:21.103772,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:21.351281,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:21.586999,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:21.765525,BTC-USD,2,market,Market Price,executed
2025-04-05 12:17:22.247509,BTC-USD,3,market,Market Price,executed
2025-04-05 12:17:22.658155,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:22.796637,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:23.049157,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:23.276729,BTC-USD,4,market,Market Price,executed
2025-04-05 12:17:23.744292,BTC-USD,1,market,Market Price,executed
2025-04-05 12:17:23.915816,BTC-USD,5,market,Market Price,executed
2025-04-05 12:17:24.231515,BTC-USD,4,market,Market Price,executed
2025-04-05 12:18:40.691431,BTC-USD,4,market,Market Price,executed
2025-04-05 12:18:41.694692,BTC-USD,4,market,Market Price,executed
2025-04-05 12:18:42.698266,BTC-USD,1,market,Market Price,executed
2025-04-05 12:18:43.699891,BTC-USD,4,market,Market Price,executed
2025-04-05 12:18:44.701413,BTC-USD,5,market,Market Price,executed
2025-04-05 12:18:45.702644,BTC-USD,5,market,Market Price,executed
2025-04-05 12:18:46.705630,BTC-USD,2,market,Market Price,executed
2025-04-05 12:18:47.707543,BTC-USD,2,market,Market Price,executed
2025-04-05 12:18:48.708715,BTC-USD,3,market,Market Price,executed
2025-04-05 12:18:49.712114,BTC-USD,4,market,Market Price,executed
2025-04-05 12:18:50.715546,BTC-USD,1,market,Market Price,executed
2025-04-05 12:18:51.717410,BTC-USD,2,market,Market Price,executed
2025-04-05 12:18:52.719834,BTC-USD,2,market,Market Price,executed
2025-04-05 12:18:53.722655,BTC-USD,2,market,Market Price,executed
2025-04-05 12:18:54.724457,BTC-USD,4,market,Market Price,executed
2025-04-05 12:18:55.726606,BTC-USD,2,market,Market Price,executed
2025-04-05 12:18:56.729690,BTC-USD,4,market,Market Price,executed
2025-04-05 12:18:57.731358,BTC-USD,1,market,Market Price,executed
2025-04-05 12:18:58.733642,BTC-USD,4,market,Market Price,executed
2025-04-05 12:18:59.735730,BTC-USD,5,market,Market Price,executed
2025-04-05 12:19:00.738361,BTC-USD,1,market,Market Price,executed
2025-04-05 12:19:01.740461,BTC-USD,4,market,Market Price,executed
2025-04-05 12:19:02.743667,BTC-USD,4,market,Market Price,executed
2025-04-05 12:19:03.746020,BTC-USD,4,market,Market Price,executed
2025-04-05 12:19:04.748128,BTC-USD,1,market,Market Price,executed
2025-04-05 12:19:05.750398,BTC-USD,2,market,Market Price,executed
2025-04-05 12:19:06.753242,BTC-USD,1,market,Market Price,executed
2025-04-05 12:19:07.755829,BTC-USD,3,market,Market Price,executed
2025-04-05 12:19:08.757493,BTC-USD,2,market,Market Price,executed
2025-04-05 12:19:09.759387,BTC-USD,3,market,Market Price,executed
2025-04-05 12:19:10.761493,BTC-USD,3,market,Market Price,executed
2025-04-05 12:20:44.517640,BTC-USD,2,market,Market Price,executed
2025-04-05 12:20:45.519872,BTC-USD,3,market,Market Price,executed
2025-04-05 12:20:46.522381,BTC-USD,2,market,Market Price,executed
2025-04-05 12:20:47.523793,BTC-USD,2,market,Market Price,executed
2025-04-05 12:20:48.526219,BTC-USD,3,market,Market Price,executed
2025-04-05 12:20:49.530379,BTC-USD,5,market,Market Price,executed
2025-04-05 12:20:50.533050,BTC-USD,4,market,Market Price,executed
2025-04-05 12:20:51.535479,BTC-USD,4,market,Market Price,executed
2025-04-05 12:20:52.537543,BTC-USD,4,market,Market Price,executed
2025-04-05 12:20:53.538840,BTC-USD,5,market,Market Price,executed
2025-04-05 12:20:54.542527,BTC-USD,4,market,Market Price,executed
2025-04-05 12:20:55.543978,BTC-USD,3,market,Market Price,executed
2025-04-05 12:20:56.547826,BTC-USD,3,market,Market Price,executed
2025-04-05 12:20:57.549721,BTC-USD,4,market,Market Price,executed
2025-04-05 12:20:58.551245,BTC-USD,3,market,Market Price,executed
2025-04-05 12:20:59.553140,BTC-USD,2,market,Market Price,executed
2025-04-05 12:21:00.554729,BTC-USD,2,market,Market Price,executed
2025-04-05 12:21:01.556700,BTC-USD,4,market,Market Price,executed
2025-04-05 12:21:02.559112,BTC-USD,4,market,Market Price,executed
2025-04-05 12:21:03.561851,BTC-USD,4,market,Market Price,executed
2025-04-05 12:21:04.564198,BTC-USD,3,market,Market Price,executed
2025-04-05 12:21:05.567368,BTC-USD,5,market,Market Price,executed
2025-04-05 12:21:06.569743,BTC-USD,5,market,Market Price,executed
2025-04-05 12:21:07.571129,BTC-USD,1,market,Market Price,executed
2025-04-05 12:21:08.573396,BTC-USD,2,market,Market Price,executed
2025-04-05 12:21:09.575604,BTC-USD,4,market,Market Price,executed
2025-04-05 12:21:10.577725,BTC-USD,5,market,Market Price,executed
2025-04-05 12:21:11.588403,BTC-USD,3,market,Market Price,executed
2025-04-05 12:21:12.619206,BTC-USD,3,market,Market Price,executed
2025-04-05 12:22:45.354577,BTC-USD,5,market,Market Price,executed
2025-04-05 12:22:46.364333,BTC-USD,2,market,Market Price,executed
2025-04-05 12:22:47.368055,BTC-USD,4,market,Market Price,executed
2025-04-05 12:22:48.370799,BTC-USD,2,market,Market Price,executed
2025-04-05 12:22:49.372565,BTC-USD,5,market,Market Price,executed
2025-04-05 12:22:50.376482,BTC-USD,2,market,Market Price,executed
2025-04-05 12:22:51.378961,BTC-USD,3,market,Market Price,executed
2025-04-05 12:22:52.381389,BTC-USD,4,market,Market Price,executed
2025-04-05 12:22:53.390394,BTC-USD,5,market,Market Price,executed
2025-04-05 12:22:54.391717,BTC-USD,3,market,Market Price,executed
2025-04-05 12:22:55.393826,BTC-USD,5,market,Market Price,executed
2025-04-05 12:22:56.397107,BTC-USD,3,market,Market Price,executed
2025-04-05 12:22:57.398251,BTC-USD,4,market,Market Price,executed
2025-04-05 12:22:58.401026,BTC-USD,1,market,Market Price,executed
2025-04-05 12:22:59.402526,BTC-USD,5,market,Market Price,executed
2025-04-05 12:23:00.404468,BTC-USD,4,market,Market Price,executed
2025-04-05 12:23:01.407185,BTC-USD,5,market,Market Price,executed
2025-04-05 12:23:02.410069,BTC-USD,5,market,Market Price,executed
2025-04-05 12:23:03.411578,BTC-USD,4,market,Market Price,executed
2025-04-05 12:23:04.413795,BTC-USD,5,market,Market Price,executed
2025-04-05 12:23:05.415418,BTC-USD,5,market,Market Price,executed
2025-04-05 12:23:06.416560,BTC-USD,3,market,Market Price,executed
2025-04-05 12:23:07.418953,BTC-USD,3,market,Market Price,executed
2025-04-05 12:23:08.420425,BTC-USD,1,market,Market Price,executed
2025-04-05 12:23:09.421567,BTC-USD,4,market,Market Price,executed
2025-04-05 12:23:10.422915,BTC-USD,3,market,Market Price,executed
2025-04-05 12:23:11.424907,BTC-USD,3,market,Market Price,executed
2025-04-05 12:23:12.428219,BTC-USD,1,market,Market Price,executed
2025-04-05 12:23:13.431038,BTC-USD,4,market,Market Price,executed
2025-04-05 12:23:14.433122,BTC-USD,2,market,Market Price,executed
2025-04-05T06:54:50.369686,BTC-USD,1,market,Market Price,executed
2025-04-05T06:54:51.383664,BTC-USD,1,market,Market Price,executed
2025-04-05T06:54:52.386017,BTC-USD,4,market,Market Price,executed
2025-04-05T06:54:53.387742,BTC-USD,3,market,Market Price,executed
2025-04-05T06:54:54.390631,BTC-USD,4,market,Market Price,executed
2025-04-05T06:54:55.392259,BTC-USD,4,market,Market Price,executed
2025-04-05T06:54:56.394275,BTC-USD,3,market,Market Price,executed
2025-04-05T06:54:57.397152,BTC-USD,3,market,Market Price,executed
2025-04-05T06:54:58.399816,BTC-USD,3,market,Market Price,executed
2025-04-05T06:54:59.403033,BTC-USD,3,market,Market Price,executed
2025-04-05T06:55:00.405145,BTC-USD,1,market,Market Price,executed
2025-04-05T06:55:01.407485,BTC-USD,4,market,Market Price,executed
2025-04-05T06:55:02.410141,BTC-USD,2,market,Market Price,executed
2025-04-05T06:55:03.411270,BTC-USD,4,market,Market Price,executed
2025-04-05T06:55:04.412642,BTC-USD,5,market,Market Price,executed
2025-04-05T06:55:05.414615,BTC-USD,3,market,Market Price,executed
2025-04-05T06:55:06.418159,BTC-USD,4,market,Market Price,executed
2025-04-05T06:55:07.421719,BTC-USD,4,market,Market Price,executed
2025-04-05T06:55:08.423569,BTC-USD,5,market,Market Price,executed
2025-04-05T06:55:09.424613,BTC-USD,3,market,Market Price,executed
2025-04-05T06:55:10.426263,BTC-USD,1,market,Market Price,executed
2025-04-05T06:55:11.428366,BTC-USD,3,market,Market Price,executed
2025-04-05T06:55:12.429991,BTC-USD,2,market,Market Price,executed
2025-04-05T06:55:13.431414,BTC-USD,4,market,Market Price,executed
2025-04-05T06:55:14.433114,BTC-USD,3,market,Market Price,executed
2025-04-05T06:55:15.434578,BTC-USD,4,market,Market Price,executed
2025-04-05T06:55:16.435921,BTC-USD,3,market,Market Price,executed
2025-04-05T06:55:17.437195,BTC-USD,4,market,Market Price,executed
2025-04-05T06:55:18.438388,BTC-USD,1,market,Market Price,executed
2025-04-05T06:55:19.440180,BTC-USD,1,market,Market Price,executed
2025-04-05T06:55:20.441786,BTC-USD,5,market,Market Price,executed
2025-04-05T06:55:21.444447,BTC-USD,4,market,Market Price,executed
2025-04-05T06:55:22.446162,BTC-USD,4,market,Market Price,executed
2025-04-05T06:55:23.447276,BTC-USD,2,market,Market Price,executed
2025-04-05T06:55:24.449257,BTC-USD,5,market,Market Price,executed
2025-04-05T06:55:25.451220,BTC-USD,2,market,Market Price,executed
2025-04-05T06:55:26.452938,BTC-USD,3,market,Market Price,executed
2025-04-05T06:55:27.454877,BTC-USD,1,market,Market Price,executed
2025-04-05T06:55:28.457050,BTC-USD,1,market,Market Price,executed
2025-04-05T06:55:29.458213,BTC-USD,5,market,Market Price,executed
2025-04-05T06:55:30.459574,BTC-USD,1,market,Market Price,executed
2025-04-05T06:55:31.460924,BTC-USD,3,market,Market Price,executed
2025-04-05T06:55:32.462276,BTC-USD,3,market,Market Price,executed
2025-04-05T06:55:33.463724,BTC-USD,1,market,Market Price,executed
2025-04-05T06:55:34.471616,BTC-USD,3,market,Market Price,executed
2025-04-05T06:55:35.474793,BTC-USD,4,market,Market Price,executed
2025-04-05T06:56:04.348558,BTC-USD,4,market,Market Price,executed
2025-04-05T06:56:05.355015,BTC-USD,3,market,Market Price,executed
2025-04-05T06:56:06.356526,BTC-USD,5,market,Market Price,executed
2025-04-05T06:56:07.358139,BTC-USD,3,market,Market Price,executed
2025-04-05T06:56:08.361223,BTC-USD,2,market,Market Price,executed
2025-04-05T06:56:09.369828,BTC-USD,2,market,Market Price,executed
2025-04-05T06:56:10.372395,BTC-USD,4,market,Market Price,executed
2025-04-05T06:56:11.374034,BTC-USD,2,market,Market Price,executed
2025-04-05T06:56:12.376419,BTC-USD,5,market,Market Price,executed
2025-04-05T06:56:13.378141,BTC-USD,4,market,Market Price,executed
2025-04-05T06:56:14.380856,BTC-USD,2,market,Market Price,executed
2025-04-05T06:56:15.383406,BTC-USD,2,market,Market Price,executed
2025-04-05T06:56:16.386190,BTC-USD,2,market,Market Price,executed
2025-04-05T06:56:17.388385,BTC-USD,1,market,Market Price,executed
2025-04-05T06:56:18.391251,BTC-USD,2,market,Market Price,executed
2025-04-05T06:56:19.398772,BTC-USD,2,market,Market Price,executed
2025-04-05T06:56:20.402084,BTC-USD,5,market,Market Price,executed
2025-04-05T06:56:21.404452,BTC-USD,2,market,Market Price,executed
2025-04-05T06:56:22.406195,BTC-USD,1,market,Market Price,executed
2025-04-05T06:56:23.408911,BTC-USD,1,market,Market Price,executed
2025-04-05T06:56:24.411099,BTC-USD,3,market,Market Price,executed
2025-04-05T06:56:25.414528,BTC-USD,1,market,Market Price,executed
2025-04-05T06:56:26.417582,BTC-USD,5,market,Market Price,executed
2025-04-05T06:56:27.419024,BTC-USD,3,market,Market Price,executed
2025-04-05T06:56:28.421467,BTC-USD,1,market,Market Price,executed
2025-04-05T06:56:29.424799,BTC-USD,4,market,Market Price,executed
2025-04-05T10:47:53.943000,BTC-USD,3,market,Market Price,executed
2025-04-05T10:47:54.949542,BTC-USD,3,market,Market Price,executed
2025-04-05T10:47:55.951212,BTC-USD,4,market,Market Price,executed
2025-04-05T10:47:56.952541,BTC-USD,4,market,Market Price,executed
2025-04-05T10:47:57.962631,BTC-USD,5,market,Market Price,executed
2025-04-05T10:47:58.967102,BTC-USD,4,market,Market Price,executed
2025-04-05T10:47:59.969842,BTC-USD,4,market,Market Price,executed
2025-04-05T10:48:00.972006,BTC-USD,2,market,Market Price,executed
2025-04-05T10:48:01.973642,BTC-USD,3,market,Market Price,executed
2025-04-05T10:48:02.984276,BTC-USD,3,market,Market Price,executed
2025-04-05T10:48:03.987307,BTC-USD,3,market,Market Price,executed
2025-04-05T10:48:04.989059,BTC-USD,5,market,Market Price,executed
2025-04-05T10:48:05.991451,BTC-USD,2,market,Market Price,executed
2025-04-05T10:48:06.992897,BTC-USD,3,market,Market Price,executed
2025-04-05T10:48:07.994771,BTC-USD,2,market,Market Price,executed
2025-04-05T10:48:08.998364,BTC-USD,5,market,Market Price,executed
2025-04-05T10:48:10.000892,BTC-USD,2,market,Market Price,executed
2025-04-05T10:48:11.002100,BTC-USD,4,market,Market Price,executed
2025-04-05T10:48:12.004675,BTC-USD,2,market,Market Price,executed
2025-04-05T10:48:13.006114,BTC-USD,3,market,Market Price,executed
2025-04-05T10:48:14.008881,BTC-USD,5,market,Market Price,executed
2025-04-05T10:48:15.011154,BTC-USD,1,market,Market Price,executed
2025-04-05T10:48:16.013643,BTC-USD,5,market,Market Price,executed
2025-04-05T10:48:17.029353,BTC-USD,1,market,Market Price,executed
2025-04-05T10:48:18.031428,BTC-USD,4,market,Market Price,executed
2025-04-05T10:48:19.035143,BTC-USD,4,market,Market Price,executed
2025-04-05T10:48:20.038496,BTC-USD,4,market,Market Price,executed
2025-04-05T10:48:21.039566,BTC-USD,2,market,Market Price,executed
2025-04-05T10:48:22.041516,BTC-USD,1,market,Market Price,executed
2025-04-05T10:48:23.042800,BTC-USD,1,market,Market Price,executed
2025-04-05T10:48:24.044171,BTC-USD,5,market,Market Price,executed
2025-04-05T10:48:25.046064,BTC-USD,2,market,Market Price,executed
2025-04-05T10:48:26.047417,BTC-USD,3,market,Market Price,executed
2025-04-05T10:48:27.048813,BTC-USD,3,market,Market Price,executed
